"","FLAVPHEN_PC1","FLAVPHEN_PC2","LES_PC1","LES_PC2","LES_PC3","LES_PC4","LES_PC5","LES_PC6","LES_PC7","LES_PC8","LES_PC9","LES_PC10"
"PPN_001",0.591497892456417,0.984899107930566,-0.825640875725932,2.58675976138309,-0.328543681697286,-1.66782359319722,-0.170262496965059,-0.112157217281025,-0.254722005921923,-0.14105537431061,-0.646222580648493,-0.420707566721559
"PPN_002",-0.680492735036775,0.0127572617511897,1.19370141021705,0.255303066882399,-0.850191029860468,-2.19064028901106,0.608364071443495,0.650591673161679,1.11992317590037,0.493181880180156,0.598101800743387,0.30954779938119
"PPN_003",0.816317537331715,-0.889222716390837,5.29728832081717,-0.64769687352942,0.146380206929304,-0.392420349751626,-0.413207415639696,0.393397109027589,-0.376947977110063,-0.23252162486881,0.59779268879448,0.23811914643014
"PPN_004",2.05383563935638,-1.45079730224906,1.84064587558144,0.51401046071134,-1.66992041724269,0.685289578964963,0.65371657972389,0.325029148346216,0.744678272119955,0.0752666541725626,-0.146176604457859,-0.146673479462393
"PPN_005",0.165752465766085,-1.1309030861649,-0.951414311661105,1.33479878014675,0.136744540502296,-0.65872350791091,0.989822289911858,-0.462321713429558,0.133216273834467,0.40808373941589,-1.16304170494217,-0.229094349269472
"PPN_006",-0.0439996324764235,0.376660563117164,1.31754341040434,1.48023323435964,-0.990709789717699,-2.77128991776553,1.56717362373089,-0.0899397079890103,-0.553962473643246,0.629480873596735,0.91092089893864,-0.143623974273596
"PPN_007",-0.140844119467527,0.824995678514814,0.706052292249356,2.31932879223782,-1.44103698273803,-1.66388826245664,-0.64684757270255,-0.0301502000640872,0.930170009809613,0.316222959645762,0.4148680263507,-0.188392286907935
"PPN_008",-1.14124052339385,-0.175400725411511,1.33063635621694,0.620126959851398,-1.84547947513913,0.0185960721147779,-0.18365754023154,-0.873573063250564,0.938849476590416,0.219041238370832,-0.401178592778125,0.015386778199123
"PPN_009",0.214407579976284,0.253442053897744,1.28497183325632,1.90886252400144,-1.38232272593584,0.384124214406741,0.0304325312482103,1.30716400779675,0.419167345182353,0.988882073767479,-1.53740032237176,-0.276918992250659
"PPN_010",0.162102014465211,-0.235007193524333,0.455813203472306,2.79232296887888,-1.4066469068871,0.678811640080298,2.62804872912916,0.734539200948968,0.367443514128475,0.179287891350588,-0.966355269816488,-0.0948242319737237
"PPN_011",0.474695327947624,-0.331298581833485,2.02518973672783,0.686090730898785,0.602912969296046,0.805825054164624,0.521653823326901,0.212597623825792,0.774435679892581,0.00525495339307023,0.600585029207297,0.177194984132867
"PPN_012",0.390152894179558,0.429187368101017,-0.20937203900457,2.56145172903526,1.14417810256004,-1.47572442205311,1.03269263991043,-0.794154005908239,0.235430381423079,0.180043339162684,0.763656150363166,-0.228268399217184
"PPN_013",-0.366682604454071,-0.382166090771487,2.43522307071301,1.49940817155201,0.419258358824699,-1.02098857036675,0.503048062250015,1.21899810782067,-0.118004014656372,-0.776524138365128,-0.258843990685757,0.276663278946846
"PPN_014",0.744519635732248,0.0748206265483273,2.00452278144569,2.8412727355867,0.774907356868486,-2.43349448928946,-1.68351299497823,0.193664175523378,-0.868322985654576,-0.263559909448175,1.18170409764984,0.340977231270799
"PPN_015",0.798263257816392,0.210341188990784,0.915844385735966,2.10501028250087,-0.891034087487766,-0.419112530860457,1.94721721428709,0.814671585682131,-0.198970861765949,-0.843725624591179,-0.525787205826798,0.00371577862864628
"PPN_016",-0.465960725645757,0.66343295305321,-0.161141635127357,0.816925360909131,0.177724256305139,-0.0808762039449937,0.178787161253366,0.0774024426318265,0.0498759240278178,0.125741278596779,0.0984320357280783,0.0217759565944575
"PPN_017",0.0116245251263531,0.0506589990478129,1.66819857024368,0.481357654853073,-0.804753268023086,0.10484081422515,-0.401919171682609,1.18758166586429,0.667372024494655,-0.64811733421215,0.700174985978186,-0.0331243138906835
"PPN_018",-0.911198488424484,0.000123349318981614,1.2080213523753,1.18087328064836,-1.6613790409872,0.526311049471786,-0.258673455472475,1.49038403514613,-0.524007973231081,0.589820931050711,0.0954787987163855,-0.354122053581744
"PPN_019",0.0396578434005216,-0.166638503752958,1.94374132678883,2.35089760208932,-1.88030326360931,-0.77274667837312,1.63386209499988,1.34749843548173,0.934991015845708,1.27997730836413,0.352052261509053,-0.316183611628165
"PPN_020",-0.680935213982335,0.12135070328338,0.237996898885824,2.35302111338196,-3.44591829360341,-1.10021576184921,1.29611400599494,0.668147808083153,0.194071348332773,1.21103678051847,2.14943216981635,0.200638362379312
"PPN_021",-0.585528783564303,0.025944272865348,-0.131947393796163,1.41526018064874,-2.24138165204892,-0.399226684498208,1.73726917722684,-1.3090052406825,-0.378501225146921,0.462162945817507,0.53758483864445,0.42206579635232
"PPN_022",-0.353274353867133,-0.34149886006511,1.72972616168405,1.21105996451438,-1.34504710016235,0.68380621351771,-0.755379929432237,-1.26229446582554,-0.473034281941416,0.330943062371687,0.244928356398097,0.182447340885715
"PPN_023",-0.273931047709402,0.173988128003623,2.90608620797854,2.05937669279526,-2.23566456858628,1.0922218958857,-0.554957897885752,-0.250581824821413,0.0332036315854719,0.594010212479902,0.948459492655857,-0.0410299225432393
"PPN_024",2.34925963121459,-0.664711668240975,3.78358472491522,1.08501472148113,-0.748887212531035,1.13668887269695,-1.82040844253026,0.0979487048527507,1.51888672298422,-0.142068200805609,-0.0815840080642454,0.524956710487577
"PPN_025",1.0439259381005,-0.116434713233297,0.406962732288101,1.10234828038117,-1.71703656747626,1.74504118481551,0.181986025797635,0.275849763790906,0.363303276991275,0.513263065007286,-0.704441312521285,-0.245743503061056
"PPN_026",-0.65544614964514,0.528465489292703,0.0548733076367296,2.71040641766913,-2.84609269987622,1.19663518733912,1.05455060682648,-0.515504290073398,0.0923858853579992,-1.11569308310862,-0.184374753361227,-0.0688873720880009
"PPN_027",0.679580157788967,-0.644334374261458,0.728205937427294,0.505550965337528,-0.746823300491604,-2.35288469278713,-0.440612890748005,-0.379583618728144,-0.425027736745337,0.427974992324494,0.137070634926368,-0.502437088908212
"PPN_028",-0.64071046222152,0.243352395402508,3.81104075322832,-0.943010799816122,-0.324641091013746,-0.143463660334829,1.57558377397922,0.585351492468196,0.47228589287698,-0.515827226129384,0.413926338752824,0.0876219033528242
"PPN_029",0.677035903851994,-0.019922085451364,-0.32263835097865,3.36561442677234,-0.772237220534811,-0.701855099337888,0.524049831632362,-0.588046804788471,-0.960534553862938,0.606925298853293,0.735318723585824,-0.406212428322651
"PPN_030",-0.0287108463708529,-0.0441943326882685,1.72853210100678,0.974391676730815,-1.59039243250013,-0.621688480823199,1.31404376556427,0.179788773632862,-0.556267999458264,0.348880203141412,-0.186900721147316,-0.368909964189478
"PPN_031",-0.679607777145654,-0.204429621313191,0.831572804171961,1.71098945198543,-1.58612021343242,-0.280273681531833,-1.10641250399235,0.152924214095271,0.235120018991204,1.46590031956695,0.349348725905288,-0.191255037193732
"PPN_032",-0.51826629115683,0.174983705631134,1.18418661662477,0.98995900591758,-1.06915918650347,-0.664367902696111,-0.898876007534252,-1.30718661704321,0.909482717827414,-0.400827785853713,-0.964127879911179,-0.110121349247247
"PPN_033",-1.45317011845792,-0.241999499400644,1.78202918806025,-0.842294111346704,-0.23105803799498,0.599565408109947,0.309640328255961,-1.43624899436874,0.241841998912648,-0.969605535732112,0.724500237772108,0.416626788072792
"PPN_034",3.28316788088817,-0.00339321976176847,1.17959365280733,2.67402767815187,-0.480321701876273,-1.32559067681757,-1.33635040099825,1.56556264615039,0.34184339680989,-0.93782878207241,-0.385234144069114,0.0887593364296636
"PPN_035",-0.558269803444866,-0.00131470725408967,1.32398209291914,0.846459224934473,-1.65184407655803,0.847766688426253,0.771863571126932,-0.346000140499586,-0.0972998366644328,-0.306871463814354,-0.158023292587722,0.0498169566515384
"PPN_036",1.4535849780468,-0.715357937706196,1.62757449114666,1.6859727248952,-1.67462927946753,-1.40746850119629,0.487978448551332,-1.32201232679686,0.825377242674917,0.467133014359845,-0.0524370161685209,-0.200744252321231
"PPN_037",0.130971343572119,0.742444400001771,2.59402833943453,1.35761306780091,-0.587673481170622,0.807890427915684,2.67317088671074,-0.110040909534435,-0.399080961480841,-1.37830195118264,-0.205852013764272,-0.238086775259686
"PPN_038",-0.31603633498885,0.513508562396303,0.199319044408889,1.83213972202344,-2.61437998529992,0.325053107388646,0.949581062932294,1.24909983170231,1.16895952933729,1.51845510411501,0.143360920825618,0.268825249599431
"PPN_039",-1.09957771505997,-0.406327718272001,1.49594993272668,-0.203627815979813,0.980985475977817,0.22722139858374,0.835529472090035,-0.198853669743982,0.378434959329807,1.11735062928874,-0.105157882491434,0.000476821341243608
"PPN_040",-2.13021983198826,-0.646459411736605,1.46971969497176,0.841359419931082,0.0199899437575894,-0.200459038847964,1.91352339135092,-0.0838166203401751,0.196214705795421,-0.486421307235284,0.685239783232006,0.191969480286301
"PPN_041",-2.6329622878884,-0.522245324889673,2.86535189865341,0.381182526028746,1.63734055735082,0.361175776077449,0.448339634247121,-0.674491940225157,0.028147636864872,0.39897679130907,0.274280707003979,0.202038862257288
"PPN_042",-2.70199469607811,-0.236910991526699,-0.448020652437605,1.3137625499874,0.626826592708219,0.65150746462903,1.03078707882171,0.162167189067184,0.397418504625266,-0.61048536686962,-0.0951425941050905,0.141999704565282
"PPN_043",-2.14241126547491,-0.985758606656504,2.76931618785112,1.00065735910705,0.546668704593867,0.731780111720524,1.86375166475052,-1.44730317373154,-0.893953679052059,1.214884104662,0.657331324546983,-0.287389337358123
"PPN_044",-1.91369666734222,-0.48445420732944,1.30388114908292,-0.837241635059388,1.93051757953538,-0.0144337898841851,1.12543544087805,-1.37721927298718,-0.0179129674085749,0.447525316571898,-0.49423249936764,-0.316485186414157
"PPN_045",-1.31377786524181,-1.13844849072316,4.36074854447895,2.26818392360005,0.0872587417658814,-0.0686826946539306,-0.488623178418869,1.98063372738798,-0.0161548625253235,0.624150314317585,-0.110045468772538,-0.195156238340154
"PPN_046",-2.2128817302377,-0.347495588313911,2.31819118043729,1.22296816895272,1.34191064431464,-0.671265325098789,0.421615524503321,-0.645483842372021,-0.235564952305139,-0.114738499952314,0.798608713892067,-0.445317951677114
"PPN_047",-2.25299586226212,-0.496645640816087,2.93957047301665,1.46911343986029,0.226504502256501,-1.23398774164089,0.565454458046323,0.609649547886126,0.170747590199043,0.605705709107918,0.0144081769426425,-0.00239250397522774
"PPN_048",-1.35798492751267,-0.283109209052581,4.58401562203146,0.786365216977908,0.28801584260836,2.11046038652446,-0.434455695035429,1.1162571131211,0.264394200944933,-1.3558114476814,-0.287715629568206,0.0905275696981798
"PPN_049",-1.4766680275401,-1.13778477230482,1.93087106976092,-0.989082610726672,-0.273286469691098,-0.513641771535066,0.173796033687061,0.310722236246785,-0.991193043771084,0.502623909549697,-1.01666177076142,0.276988278616361
"PPN_050",-2.26629349311267,-0.564461231905511,1.75228773409466,0.748741638559394,1.29447175750717,-1.01551171020642,0.036042952472107,0.269850739812101,1.07284303078904,0.330308155547572,0.236613977482595,-0.088849219807335
"PPN_051",-2.75474274053475,-0.616766797416584,1.72784783118136,1.83730741608628,0.320885299079636,-1.74546878164763,0.702802868558962,1.14874556358953,-0.987533142821751,0.47590099230648,0.758810325567892,0.0253155465916831
"PPN_052",-2.60769446302398,-0.0608338181142546,-2.59844120473954,2.59216399777434,0.0343244700441701,1.15363784367887,0.568512967044855,-0.360707020064059,-1.6029374539013,0.0874808808056676,-2.98677454726022,-1.53264596874916
"PPN_053",-2.7009991184506,-0.481246234974127,0.378747553248466,2.43125640765069,0.697110796307473,-1.68969991486003,-1.17167768809919,-0.206373325766148,-0.202195840118225,0.128860609567366,0.858168229718798,0.0947637789559539
"PPN_054",-0.639714884594008,-0.000982848044919378,0.068887267133922,2.09677177348472,0.242034810456198,0.461644800958094,-0.104521141652881,0.7149471084844,0.535239438810637,0.259210561147067,0.0238496348451711,-0.433300541194481
"PPN_055",-2.18506965143631,-0.510496370348587,3.42942884973162,0.897788184448505,1.72374960240903,-0.0442850090036764,-0.187425123355097,-0.309786337919625,0.478944154311145,0.310835815809956,0.171706413270945,-0.650075371679001
"PPN_056",-1.89763354308192,-1.09534762581621,0.509103375388613,-0.149438846943976,1.97091167123096,-0.22741283567168,1.49074795362691,0.218995131701897,1.42914923076052,1.13735211171066,0.262674465243123,0.292660209304911
"PPN_057",-1.96898896573583,-0.239897724409232,3.35796049419247,1.77138545390424,1.29676297046246,2.05067123184865,-1.28369227607989,1.58983264170704,1.42635399174276,0.428533074593203,-0.303292982584037,0.126091672789544
"PPN_058",-2.1447342799391,-0.415643038612505,0.227269283074118,0.147047805533124,0.714076766685591,-0.755741214670751,1.33993869524564,1.07165823971746,0.656138401686784,0.365623068380111,-0.477768986837523,0.323292340484917
"PPN_059",-1.8735825353178,-0.335304154827264,0.297771381869626,1.03998888002077,0.334553346858655,0.940660946267515,-0.308641279210144,0.0514662496700122,0.981866577555669,1.56742530929439,-0.915553554414459,-0.564372844958126
"PPN_060",-2.06483787509942,-0.0358978524590095,-3.57937245646572,2.50104792989789,-1.93659788971625,-0.0817757316714447,-2.85616314923629,-3.0700148554434,-0.59287212286035,0.939352332822745,-0.55916361086747,-0.029201499770057
"PPN_061",-2.09121189732774,-0.225825755403952,2.8132848135122,0.1727089401723,-0.724161651771439,-0.129928487579602,1.02562165071108,-1.20858902453291,0.391818193420282,0.983149263060409,0.419164502331157,0.444368990478361
"PPN_062",-2.80981379945557,-0.426507035262471,5.47327724830056,1.89272761485725,1.06675243891484,0.848713874046589,0.608695914177921,1.06314438687825,0.657873796862491,0.714166138588134,-0.379580561518717,0.409297098627151
"PPN_063",-2.03569835946135,-0.524678959090256,1.43420437101695,1.59061210146009,0.117814413543884,-1.38477415609952,0.140061818712795,-0.237060975642522,-0.0220193718259757,0.565975581588232,0.0755838703110517,-0.293173583349017
"PPN_064",-0.990763034054995,-0.461066917983657,4.28211955984183,1.25121652107906,-0.176133415749977,0.114760351748501,0.565324296286272,0.637246140527452,0.301557472814902,0.716832855423285,-0.969476093146277,0.160752466412895
"PPN_065",-2.40258839370986,-0.428166331308323,0.0805666015284114,0.561686835860586,0.394095852353184,0.0799886514305959,0.858473975151375,-0.261183429965302,0.851009409413956,0.113955188460281,-1.02753776347457,-0.332169411082588
"PPN_066",-2.06373167773552,-0.307381456289485,2.89595187580329,1.39437607380232,1.05631981392825,0.667968220970488,0.774334319487333,-0.232102046276489,0.498049932991529,-0.374935321691359,0.543495845690993,0.160997975532457
"PPN_067",-2.01009867538777,-0.14471253346398,-1.10012320598915,1.87695479395976,0.876598289549203,1.50195886506715,-1.38933862462791,1.67994886220891,1.23294474882829,1.18717520744355,0.0633594493583145,0.37445409911949
"PPN_068",-2.00943495696942,-0.307602695762266,0.282475128296223,0.966591635519276,-0.152914613789713,-1.22745321529272,-0.602515871319968,1.06680157943142,-0.0707319541550638,0.957928367438789,-0.360470965851257,-0.442387584229743
"PPN_069",-2.11769653929244,-0.388605297965848,1.80531792687965,2.27698022617206,0.156628500892798,-0.388611115706739,0.628180854296724,-0.664509609226992,-0.7420183723958,0.568060020447107,1.20147651680178,-0.114291777652362
"PPN_070",-1.94007068957054,-0.674382110274383,0.526549186303669,1.46143916549834,1.98568761557282,0.443095879107832,0.499973575094757,0.426865053250296,-0.969914309301136,-0.924540120963131,-1.015412834096,-0.132562282327636
"PPN_071",-2.47040398479928,-0.441463962158871,3.81337280436965,0.108276323767865,-0.173650163327302,0.541793536724184,1.9487059781669,1.23989193321046,-0.0322748677758448,0.705932654336131,0.416556286960231,-0.376983696302535
"PPN_072",-2.279812363436,-0.57798010222884,3.62971239262794,0.635272737560702,0.905189820216258,-2.72940771404445,0.0978420625648218,-0.803516604490068,-0.544194494026465,1.06073141252789,0.312378578688978,0.105563313940677
"PPN_073",-1.42436246202903,-0.649335524882748,1.65170475703373,0.740895269694949,0.822711967114814,2.05307314949353,1.22713623998388,-0.606365898747718,0.555759716770396,0.662934845845408,0.785174716372124,0.275274366765724
"PPN_074",-1.45040462504817,-0.920708508976833,1.43152908253979,1.51528393887621,0.566664942453645,-0.717021510348679,0.394660509530452,-0.703054110106151,0.89828916785114,0.791932797964502,0.527487795290573,-0.277986130974848
"PPN_075",-1.13449271947406,-1.83145070877741,4.18253020979536,-4.78981589250411,-1.07974476158515,-0.980492580124409,0.221088457584102,0.617133929466555,-1.52899754908833,2.09109564551575,-1.21916455952616,-0.320477070169814
"PPN_076",-2.30596514619154,-0.822204725939878,3.09466027493362,1.08984062621879,2.21420701478754,0.391928138438892,1.11002757172255,-0.512507040889264,0.122235573526344,0.428473668903103,0.353408388704975,-0.217610911798876
"PPN_077",-0.504858040569892,0.215650936337511,0.191152831150931,-1.21368004848799,0.00813885903230391,-1.75349960756364,-1.32848350772587,0.305420910268444,1.18103929185524,-0.341076280375773,-0.540201459172048,1.02202646067528
"PPN_078",-0.574554167177947,0.663875431998771,-3.00821427161874,0.941209514964571,0.661089954363404,-0.554205561525325,1.79684463517506,-0.980715175367449,-1.75888269131776,0.307964512879147,-0.165212848885302,0.197933768380671
"PPN_079",0.268372441533209,0.334665895574106,1.22555535334306,-0.380231296178047,-1.25961958568035,-1.14727165040127,-0.846626808944398,0.158335515636027,-0.669693096726476,-1.34032373427639,0.248078660793114,-0.211670281666458
"PPN_080",-1.1014582505786,0.0551944082398076,-2.64859264537726,0.286063718262382,-1.47647372569001,0.100021369369962,-0.482930562579848,-0.455107874518154,-0.493368847209792,0.322278169446531,-0.276892583146141,-0.0752999886732703
"PPN_081",-0.0162981734114253,0.240808141465536,-1.40960161997179,-0.288496722818597,-0.337413113241844,-0.27147206133768,-0.0340893793350926,0.415522267081612,0.112414934087377,0.149575577815045,-0.258971409987191,0.0800148153125285
"PPN_082",-1.40108579241963,0.300746468787527,-4.01256261625368,0.513624600185218,-1.21041805995428,0.344595051352155,2.26556481872753,-0.395797408887641,-0.348307077613823,0.766853212598075,-0.263133322920772,-0.219543864996952
"PPN_083",-0.151265637171932,0.0513227174661534,2.09802912894121,-1.34096874257501,-3.15490240255438,2.17973183714149,-1.80054916186336,-0.434390596623712,-1.43651246430961,-0.640418026997381,0.591046724931584,-0.433495702874477
"PPN_084",-0.722044923634272,0.216535894228632,-2.88818441728322,1.41419222640544,-1.19294058877025,2.05472470531596,0.656963185438485,0.657459888221762,-0.865172923690757,0.776645143468172,-0.497223389645282,0.0242369639822746
"PPN_085",-0.51815567142044,0.147835345248087,-2.37481022559368,0.362940711505722,0.210308811065067,-2.0697413685838,1.99842156272483,0.494614023574641,-1.14665722815603,-0.506951742512575,-0.626526526994747,0.411822421190631
"PPN_086",-0.639825504330399,0.0261655123381282,-1.41617627327459,-0.544128151656325,-1.4431764515592,-0.187106159055886,0.468233340762302,-0.321434560729314,-0.502863511393586,-0.680069074187864,-0.222723848883668,0.148776771711324
"PPN_087",-0.965384589454189,-0.0268037715912858,-0.533538932650635,-0.972721671551395,-1.70271674467635,-0.0303787936718441,-0.479837917471079,-0.0572202992609665,-1.58267117357601,0.154590610044015,0.812438337434586,-0.384536305869984
"PPN_088",-0.897900857573936,0.0679389404084055,-2.0597136227422,-0.300217470096762,-1.74300760617392,0.921601405460962,0.864953685116459,0.88764143647798,-1.64350214335783,0.0887483203477947,0.0702411224845438,0.277628095941195
"PPN_089",-0.721934303897882,0.189387533845584,3.73687784252631,-1.35169178815633,-1.17885429894553,-1.59224415231923,1.31236702043407,0.715239708385847,-1.09169557942105,-2.08314717188328,0.131632188912428,0.0165662418401875
"PPN_090",-0.315261996834119,0.32347003971497,-1.46743466093304,-0.680612124602702,-0.179954544042192,0.0738747911275094,-0.601620721703127,-0.52746212335416,-0.158083244609724,-0.501033315623596,0.781051160806008,0.127083634728881
"PPN_091",-0.845042193380912,0.420646385915244,-2.08126518144494,-0.456140270193676,-1.18814266417176,0.706484722397068,1.55880345342146,-0.463917630225427,-0.815308362590209,1.03724635963842,-0.544387635904705,0.757466652321291
"PPN_092",-0.462973992763224,-0.0695727772890742,-1.06301347123087,0.777407952504407,-0.870834339964431,-0.0554762081694415,1.83197180464267,-0.686892213038234,-0.93479637391885,-0.0264582411436286,0.0239483777604338,-0.0975472799293349
"PPN_093",-0.940669863271724,0.570349537099371,-3.82645189343877,2.70913373026224,1.16704148646794,1.95469906176585,0.163448009485017,1.99626220887873,-0.364356165515449,-0.0483076871214461,-0.220598878217676,0.0505203794359478
"PPN_094",-0.558822902126817,0.134427094661148,-1.18883526070699,0.0422931511989969,-0.616203238985446,0.0218528040263239,1.46714734598354,-0.0976277758530711,-0.0964294469901303,0.598233251150769,-0.226074029189209,-0.154254989833385
"PPN_095",-1.4683482848271,0.151707036021741,-1.65956119864648,0.475821483710204,-0.863958801670418,0.395428448639471,1.35176942739228,3.04008886101994,0.173079636213463,0.456370276734144,-0.318669898007997,1.28243593743618
